path	sentence	id
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_02769_00347864408.wav	కింద వున్న దీపం కదలదు	41
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_09525_00342318725.wav	గ్రామ విస్తీర్ణము అయిదు వందల ఒకటి హెక్టారులు	42
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_05691_01991337261.wav	ఇది చిన్నప్పటి నుంచి తన కల	43
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_04830_01648196611.wav	ఇందులో పరతత్వం అనగా పరబ్రహ్మం	44
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_00682_01128459886.wav	వ్యాకరణ పరంగా ఇది సరైన విధానం	45
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_04771_01732164210.wav	ఒక కిలోమీటర్‌లో	46
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_04213_01885746365.wav	ఈ గ్రామంలో హైస్కూలు స్థాయి వరకు విద్యా సౌకర్యం కలదు	47
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_02769_00931689483.wav	అంధక వంశమున కృష్ణుఁడు పుట్టెను	48
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_01908_00552511359.wav	మామిడి పాలెం కొండమీద రాములు వారి ఆలయం	49
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_06359_01438311068.wav	అది భారతదేశ చరిత్రలో ఒక ప్రధాన ఘట్టము	50
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_06625_00111627961.wav	ఆకులు పశువులు తినును	51
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_07220_00407328538.wav	వీరు తెలుగు వికీపీడియా అధికారి	52
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_06582_00459177394.wav	కపిల గోవు దానం చేయాలి	53
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_00974_00217262396.wav	ఆ సినిమా బాగా ఆడలేదు	54
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_01908_00329796461.wav	అది కార్చిచ్చులా ఇప్పుడు రగులుతుంది	55
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_06869_01148307343.wav	ఆంధ్ర ప్రదేశ్ ‌లో హనుమంతుని గుడి లేని ఊరు అరుదు	56
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_06566_00336974713.wav	క్రమంగా భూస్వాములు రాజ్యపాలన చేపట్టారు	57
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_04771_01370940443.wav	ఈశాన్యం వైపుగా	58
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_04830_01296657026.wav	ఈమె స్వస్థలము బెంగుళూరు	59
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_06869_01714151250.wav	అంపైర్లే పాయింట్లను నిర్ణయిస్తారు	60
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_02812_01681520907.wav	వికీపీడియా సభ్యులు రవిచంద్ర మరియు కాసుబాబు యొక్క కృతిపై ఆధారితం	61
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_02769_01744840351.wav	పాలించి సుఖమును పొందుము	62
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_01908_01242766400.wav	కాబట్టి కర్మ ఫలితాన్ని వదిలేవాడే త్యాగి	63
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_08680_00415742015.wav	వానిమీద మంచి తప్పు మోపినారు	64
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_05994_01390513807.wav	కనుక అతడిని రక్షించుకోవడం నా కర్తవ్యం	65
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_05484_01701762348.wav	నేను కూడా ఒక హామ్ వ్యాసాన్ని రాసాను	66
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_05691_00110454894.wav	పిన్ కోడ్ అయిదు లక్షలు ఎనిమిది వెలు రెండు వందలు నలభై ఎనిమిది	67
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_04261_00555777727.wav	ఈ త్రిభుజాన్ని త్రికోణి అని కూడ అంటారు	68
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_01908_00482491458.wav	అన్న పదం సామాన్య శిక్షా గుర్తు	69
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_06885_01431901508.wav	అలాంటి పేజీలను ప్రత్యేక పేజీలు అంటారు	70
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_05691_00993854441.wav	కుంగిపోవడాన్ని బైపోలార్ డిప్రెషన్ అంటారు	71
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_05691_01339244867.wav	దీనిని ఒక బౌద్ధ స్థూపముగా గుర్తించారు	72
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_07220_01981175708.wav	దీనిని తటస్థీకరణము అందురు	73
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_08377_00801736341.wav	అందులో అరవై మూడు మరియు అరవై అయిదు ఐసోటోపులు స్థిరమైనవి	74
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_03689_00287503850.wav	చాలా గ్రామాలకు ఈ విధంగా వచ్చే అవకాశం ఉంది	75
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_05691_00557760083.wav	ఈ ఊరి జనాభా సుమారు వెయ్యి ఆరు వందలు	76
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_03338_02026178218.wav	పశ్చిమోత్తర పసిఫిక్ యొక్క వృక్ష జాతులు	77
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_06359_00899308972.wav	హేమవతి జలాశయం రిజర్వాయర్	78
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_06359_00533179660.wav	జనాభా మరియు సమాజ జీవ శాస్త్రా సిరీస్ పదహారు	79
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_06928_00863473227.wav	ఈ రోజులలో సినిమా వ్యాపారానికి కూడా విజయవాడ ఒక కూడలి అని చెప్పవచ్చు	80
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_05691_01257511244.wav	ఈ నేపథ్యంలో వెయ్యి ఏడు వందలు నలభై తొమ్మిదిలో షాహూజీ మరణించాడు	81
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_09015_01228043039.wav	అతడు పైనుండి నడిపేవాడు	82
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_01908_01945663631.wav	అయితే ఆమె నుంచి ఎలాంటి స్పందన రాదు	83
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_01908_01275611859.wav	బనర్సి గాకేశ్తో ముకర్జీ	84
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_06625_01577246596.wav	శ్రీకాకుళం జిల్లాలో ఈ స్థానానికి చాలా ప్రాముఖ్యత ఉంది	85
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_04771_01074817735.wav	ఎడమవైపునున్న ఇంటర్చేంజ్‌లోకి వెళ్లండి	86
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_03689_00318868040.wav	పిన్ కోడ్ అయిదు వందల ముప్పై నాలుగు రెండు వందలు నలభై అయిదు	87
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_02828_00355571670.wav	గ్రామం లోని ప్రజల ముఖ్య వృత్తి వ్యవసాయం	88
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_04213_01304650871.wav	దీని ఇంధన సామర్థ్యం సుమారు నలభై రెండు గ్యాలన్లు	89
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_01908_00569894196.wav	ఒక విఘడియ ఆరు రెప్పపాటులతో సమానం	90
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_09935_00790531206.wav	అయిదు వందల మీటర్లలో	91
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_00682_00621710506.wav	దీనికి రెండు ముఖ్య కారణాలు ఉన్నాయి	92
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_05181_00397871868.wav	ఆ వ్యాసాన్ని తొలగింపు కొరకు విజ్ఞప్తి చేసాను	93
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_04272_00540197767.wav	ప్రపంచంలో అమెరికా తర్వాత ఈ ఘనత సాధించిన రెండో దేశంగా చరిత్ర సృష్టించింది	94
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_02769_01573597946.wav	ఇంటర్నెట్ మూవీ డేటాబేస్ లో వై	95
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_03689_01492179265.wav	రంగారెడ్డి జిల్లా కందుకూరు మండలానికి చెందిన గ్రామము	96
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_03689_01944438019.wav	అందుకు గోవులు అంగీకరించాయి	97
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_01908_01061370236.wav	ఇది మహీకాంతా రాజాస్థానాలలో ఒకటి	98
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_05691_01994554871.wav	దీన్ని పశువులకు తిని పించాలి	99
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_05691_01375524943.wav	సంగ్రహించిన తేదీ రెండు కోట్ల లక్ష పది వేల తొమ్మిది వందలు ముప్పై	100
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_06008_00897765231.wav	యలమంచిలి మండలం అబ్బిరాజుపాలెం డెబ్బై ఎనిమిది	101
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_04830_02125684009.wav	యాగంటిలో వసతి సౌకర్యాలు లేవు	102
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_05705_01033964386.wav	ముందు అగస్త్య భుజించమని చెప్పాడు	103
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_03338_01049588921.wav	ఇది ప్రతిభావారి తొలి చిత్రం	104
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_05181_01249363847.wav	ఉరిశిక్షను జీవితఖైదుగా మార్చారు	105
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_06359_00783768260.wav	శరత్ బాబు రావు గోపాలరావు మేనల్లుడు	106
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_03910_00330150825.wav	పంచకోణయుతమైన ధృఢమైన టెంక గల ఫలాలు	107
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_09525_00744093988.wav	పిన్ కోడ్ అయిదు వందల పధ్ధెనిమిది వందల పన్నెండు	108
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_04261_01073020017.wav	ఊరిలో పరిశ్రమల పరంగా మంచి అభివృద్ది కలదు	109
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_05705_01737992617.wav	టీకాల మందులు దీనికి ఒక ఉదాహరణ	110
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_04261_00940370384.wav	రాఘవులుకు ఆయన మూడో సంతానం	111
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_05479_00930977502.wav	వారు వారి కుటుంబమంతా గర్వించింది	112
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_09222_00726603085.wav	దీని మొక్క తీగ జాతికి చెందినది	113
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_01033_00373457535.wav	మన దేశంలో అన్ని వనరులూ పుష్కలంగా ఉన్నాయి	114
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_02812_01088358684.wav	ఈ వ్యాసం పశ్చిమ గోదావరి జిల్లాలో ఏలూరు సమీపంలోని గ్రామం గురించి	115
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_03910_01492623870.wav	ప్రభుత్వంలో అత్యంత శక్తివంతమైన స్థానం	116
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_06566_01305874016.wav	దొంగోనికి అందరు దొంగల్లాగా	117
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_01908_00570229938.wav	కాటన్ ఇంగ్లండు వెళ్ళిపోయాడు	118
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_09281_01291566379.wav	పాదరసంలో కరిగి ఎమాల్గమ్ ఇస్తుంది	119
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_04261_02112115275.wav	ఉదా స రి గ మ ప మ ప ద ని సా	120
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_08664_01741803466.wav	గ్రామం సమీపంలో మిరపకుంట చెరువు ఉంది	121
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_04771_00255604544.wav	నావిగేషన్ పునఃప్రారంభింపబడినది	122
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_08318_01861441158.wav	ఒక సుందరి కనిపించింది	123
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_08680_01947761790.wav	మిరియాల తీగె వేరుమూలమున నెగబ్రాకుచున్నది	124
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_08318_00849326880.wav	పిన్ కోడ్ అయిదు లక్షలు పదిహేడు వేల రెండు వందలు యాభై ఏడు	125
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_09015_01938382607.wav	బొబ్బిలి బుల్లోడు సినిమా వివరాలు	126
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_00974_02108596382.wav	దీని సవరణ ఋణాత్మకం	127
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_09015_00087158583.wav	ఫ్రీ ప్రెస్ కాం	128
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_08680_00352539277.wav	ఈ విషయాలపై నిర్వాహకులకు ప్రత్యేకమైన పాత్ర లేదు	129
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_05181_00393705788.wav	వికీలో ఏదైనా సహాయము కొరకు తప్పకుండా అడగండి	130
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_04261_00480494282.wav	వెంసూరు మందల కేంద్రానికి ఏడు కిమీ	131
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_03910_00420526199.wav	ఇదంతా చెలం గొడవ	132
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_02769_00634581293.wav	ఎస్విరామారావు నాటి వంద ఒక చిత్రాలు	133
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_06625_01904070202.wav	ప్రభుత్వం తలపెట్టిన ఎన్టిఆర్	134
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_07220_01822256014.wav	యమ్ సి రాబర్టసన్ దొర గారు	135
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_02828_01889362007.wav	అయినా ఏ మాత్రం ప్రతిస్పందన రాలేదు	136
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_03338_01333230072.wav	వాని మీద మంచి తప్పు మోపినారు	137
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_02769_00847370578.wav	కంబ మహాకవి పుట్టిన ప్రదేశము	138
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_03338_02146080967.wav	లిండా డౌవెర్ వెయ్యి తొమ్మిది వందలు డెబ్బై ఎనిమిది	139
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_08318_01850723120.wav	ఇది నగరానికి పడమటి వైపున ఉంది	140
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_05479_01342637690.wav	సైమండ్స్ ఆడాల్సిన పరిస్థితి ఏర్పడింది	141
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_05994_00111458133.wav	పిన్ కోడ్ అయిదు లక్షలు తొమ్మిది వెలు రెండు వందలు రెండు	142
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_05181_00933824301.wav	ఆంగ్ల వికీలో ఈ బొమ్మ ఉండడం సంగతి అలా ఉంచండి	143
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_01908_01807421930.wav	అభినవ ఉత్తర గోధనాపహరణము	144
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_05994_00076415979.wav	ద్వీపం లో పుట్టిన వాడు ద్వైపాయనుడు	145
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_00974_01088048977.wav	మిగతా భాగం సారంగపాణిది	146
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_04272_01450199970.wav	ఒక్కొక్క జట్టులో ఏడు మంది ఉంటారు	147
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_00682_01049263237.wav	పంచాయత్ రాజ్ మంత్రిత్వ శాఖ వెబ్‌సైటులో గుంటూరు జిల్లా తాలూకాల వివరాలు	148
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_05425_00680999277.wav	వరలక్ష్మీ వ్రతం అన్న పేజీలో వరలక్ష్మీ వ్రతం సినిమా వరలక్ష్మీ వ్రతం పండుగ ఉన్నాయి	149
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_04213_01365396627.wav	ఆ తర్వాత గాయాలతో అతను మరణించాడు	150
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_00974_00538157597.wav	చదువు అయిదువ తరగతి	151
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_06359_01341131375.wav	ప్రయాణీకుడు వెనుక సీటులో కూర్చుంటాడు	152
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_01908_00274339466.wav	వీటిని చతురత క్రీడలుగా కూడా గుర్తిస్తారు	153
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_00682_00645718291.wav	మిర్యాలగూడ ఈ ఊరికి వాణిజ్య కేంద్రం	154
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_05425_01027641858.wav	అలాగే మీరు అప్లోడు చేసిన మిగతా బొమ్మలకు కూడా లైసెన్సు వివరాలు చేర్చండి	155
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_09015_01754047322.wav	సౌభాగ్యవతియైన మా అక్క	156
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_08664_01995689451.wav	పుట్టింది నరసాపురం పశ్చిమ గోదావరి జిల్లా	157
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_03338_00297471337.wav	అల్లా ఒక్కడే పూజింపబడుటకు సరియైనవాడు	158
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_04272_01832677908.wav	కాంతి గారు తెలుగు వికీపీడియాకు స్వాగతం వికీపీడియాలో సభ్యులైనందుకు అభినందనలు	159
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_05994_00930183581.wav	వాటి మధ్య ఉండే బలం గురుత్వాకర్షణ బలం	160
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_04272_01462722029.wav	పుస్తకాల వ్యాసాల జాబితా ఇప్పటికే ఉంది ఇది తెలుగు వికీపీడియాలో వ్యాసాలు ఉన్న పుస్తకాలు రచనల జాబితా	161
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_08318_00429062039.wav	దారిలో శివుడు తుఫాను తెప్పిస్తాడు	162
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_05994_01307319377.wav	వీటిలో ఏడు ఉదాలోయ్ తరగతికి చెందినవి	163
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_08680_01009717275.wav	మీరు వ్రాసిన ప్రకాశం జిల్లా ప్రముఖుల జాబితాను చూశాను	164
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_01908_01855375806.wav	ఆమె వెయ్యి తొమ్మిది వందలు తొంభై అయిదు లో మరణించారు	165
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_09015_01718061742.wav	ఇవి ఒకటి లేదా జతలుగా పూస్తాయి	166
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_03338_01891338756.wav	మీరు చిల్లర తిసుకెళ్ళడం మరిచిపొవద్దు	167
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_08712_00443304418.wav	వంటి సినిమాలతో తెలుగు ప్రజల్ని పలకరిస్తూ	168
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tem_00113_01328199820.wav	దూరంలో వీరాపురం ఉంది	169
/data/users/maqsood/main_exp/thesis/telugu_asr/te/clips/tef_06625_01796803660.wav	అభద్రత పోవాలంటె ఆలంబనం ఉండాలి	170
